year,url,file,local_file_date
2000,https://comtrade.un.org/api/get/bulk/C/A/2000/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2000_freq-A_px-S1_pub-20230221_fmt-csv_ex-20230224.zip,2022-09-02
2001,https://comtrade.un.org/api/get/bulk/C/A/2001/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2001_freq-A_px-S1_pub-20230302_fmt-csv_ex-20230324.zip,2022-09-07
2002,https://comtrade.un.org/api/get/bulk/C/A/2002/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2002_freq-A_px-S1_pub-20230221_fmt-csv_ex-20230224.zip,2022-09-07
2003,https://comtrade.un.org/api/get/bulk/C/A/2003/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2003_freq-A_px-S1_pub-20230302_fmt-csv_ex-20230324.zip,2022-09-07
2004,https://comtrade.un.org/api/get/bulk/C/A/2004/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2004_freq-A_px-S1_pub-20230323_fmt-csv_ex-20230325.zip,2022-09-07
2005,https://comtrade.un.org/api/get/bulk/C/A/2005/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2005_freq-A_px-S1_pub-20230221_fmt-csv_ex-20230224.zip,2022-09-21
2006,https://comtrade.un.org/api/get/bulk/C/A/2006/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2006_freq-A_px-S1_pub-20230221_fmt-csv_ex-20230224.zip,2022-09-01
2007,https://comtrade.un.org/api/get/bulk/C/A/2007/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2007_freq-A_px-S1_pub-20230310_fmt-csv_ex-20230325.zip,2022-08-30
2008,https://comtrade.un.org/api/get/bulk/C/A/2008/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2008_freq-A_px-S1_pub-20230322_fmt-csv_ex-20230324.zip,2022-09-19
2009,https://comtrade.un.org/api/get/bulk/C/A/2009/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2009_freq-A_px-S1_pub-20230316_fmt-csv_ex-20230325.zip,2022-09-22
2010,https://comtrade.un.org/api/get/bulk/C/A/2010/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2010_freq-A_px-S1_pub-20230221_fmt-csv_ex-20230224.zip,2022-08-19
2011,https://comtrade.un.org/api/get/bulk/C/A/2011/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2011_freq-A_px-S1_pub-20230222_fmt-csv_ex-20230325.zip,2022-08-18
2012,https://comtrade.un.org/api/get/bulk/C/A/2012/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2012_freq-A_px-S1_pub-20230320_fmt-csv_ex-20230325.zip,2022-08-25
2013,https://comtrade.un.org/api/get/bulk/C/A/2013/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2013_freq-A_px-S1_pub-20230210_fmt-csv_ex-20230325.zip,2022-08-23
2014,https://comtrade.un.org/api/get/bulk/C/A/2014/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2014_freq-A_px-S1_pub-20230320_fmt-csv_ex-20230325.zip,2022-09-09
2015,https://comtrade.un.org/api/get/bulk/C/A/2015/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2015_freq-A_px-S1_pub-20230210_fmt-csv_ex-20230224.zip,2022-09-14
2016,https://comtrade.un.org/api/get/bulk/C/A/2016/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2016_freq-A_px-S1_pub-20230320_fmt-csv_ex-20230325.zip,2022-09-16
2017,https://comtrade.un.org/api/get/bulk/C/A/2017/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2017_freq-A_px-S1_pub-20230226_fmt-csv_ex-20230324.zip,2022-09-14
2018,https://comtrade.un.org/api/get/bulk/C/A/2018/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2018_freq-A_px-S1_pub-20230323_fmt-csv_ex-20230325.zip,2022-09-14
2019,https://comtrade.un.org/api/get/bulk/C/A/2019/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2019_freq-A_px-S1_pub-20230323_fmt-csv_ex-20230324.zip,2022-09-14
2020,https://comtrade.un.org/api/get/bulk/C/A/2020/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2020_freq-A_px-S1_pub-20230323_fmt-csv_ex-20230324.zip,2022-09-14
2021,https://comtrade.un.org/api/get/bulk/C/A/2021/ALL/S1?token=REPLACE_TOKEN,sitc-rev1/zip/type-C_r-ALL_ps-2021_freq-A_px-S1_pub-20230322_fmt-csv_ex-20230325.zip,2023-03-22
