year,url,file,local_file_date
2000,https://comtrade.un.org/api/get/bulk/C/A/2000/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2000_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-11
2001,https://comtrade.un.org/api/get/bulk/C/A/2001/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2001_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-23
2002,https://comtrade.un.org/api/get/bulk/C/A/2002/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2002_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-23
2003,https://comtrade.un.org/api/get/bulk/C/A/2003/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2003_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-23
2004,https://comtrade.un.org/api/get/bulk/C/A/2004/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2004_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221228.zip,2022-11-23
2005,https://comtrade.un.org/api/get/bulk/C/A/2005/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2005_freq-A_px-S2_pub-20221221_fmt-csv_ex-20221229.zip,2022-11-23
2006,https://comtrade.un.org/api/get/bulk/C/A/2006/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2006_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-15
2007,https://comtrade.un.org/api/get/bulk/C/A/2007/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2007_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-23
2008,https://comtrade.un.org/api/get/bulk/C/A/2008/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2008_freq-A_px-S2_pub-20221226_fmt-csv_ex-20221229.zip,2022-11-25
2009,https://comtrade.un.org/api/get/bulk/C/A/2009/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2009_freq-A_px-S2_pub-20221221_fmt-csv_ex-20221228.zip,2022-11-23
2010,https://comtrade.un.org/api/get/bulk/C/A/2010/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2010_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-10-25
2011,https://comtrade.un.org/api/get/bulk/C/A/2011/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2011_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-08-18
2012,https://comtrade.un.org/api/get/bulk/C/A/2012/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2012_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-08-25
2013,https://comtrade.un.org/api/get/bulk/C/A/2013/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2013_freq-A_px-S2_pub-20221219_fmt-csv_ex-20221229.zip,2022-11-12
2014,https://comtrade.un.org/api/get/bulk/C/A/2014/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2014_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-11-12
2015,https://comtrade.un.org/api/get/bulk/C/A/2015/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2015_freq-A_px-S2_pub-20221221_fmt-csv_ex-20221229.zip,2022-11-12
2016,https://comtrade.un.org/api/get/bulk/C/A/2016/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2016_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221228.zip,2022-11-25
2017,https://comtrade.un.org/api/get/bulk/C/A/2017/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2017_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-11-25
2018,https://comtrade.un.org/api/get/bulk/C/A/2018/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2018_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221228.zip,2022-11-29
2019,https://comtrade.un.org/api/get/bulk/C/A/2019/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2019_freq-A_px-S2_pub-20221222_fmt-csv_ex-20221229.zip,2022-11-29
2020,https://comtrade.un.org/api/get/bulk/C/A/2020/ALL/S2?token=REPLACE_TOKEN,sitc-rev2/zip/type-C_r-ALL_ps-2020_freq-A_px-S2_pub-20221215_fmt-csv_ex-20221229.zip,2022-11-25
