year,url,file,local_file_date
2002,https://comtrade.un.org/api/get/bulk/C/A/2002/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2002_freq-A_px-H2_pub-20230221_fmt-csv_ex-20230223.zip,2022-12-26
2003,https://comtrade.un.org/api/get/bulk/C/A/2003/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2003_freq-A_px-H2_pub-20230302_fmt-csv_ex-20230325.zip,2022-12-26
2004,https://comtrade.un.org/api/get/bulk/C/A/2004/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2004_freq-A_px-H2_pub-20230323_fmt-csv_ex-20230324.zip,2022-12-16
2005,https://comtrade.un.org/api/get/bulk/C/A/2005/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2005_freq-A_px-H2_pub-20230221_fmt-csv_ex-20230325.zip,2022-12-21
2006,https://comtrade.un.org/api/get/bulk/C/A/2006/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2006_freq-A_px-H2_pub-20230221_fmt-csv_ex-20230224.zip,2022-12-26
2007,https://comtrade.un.org/api/get/bulk/C/A/2007/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2007_freq-A_px-H2_pub-20230310_fmt-csv_ex-20230324.zip,2022-12-26
2008,https://comtrade.un.org/api/get/bulk/C/A/2008/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2008_freq-A_px-H2_pub-20230322_fmt-csv_ex-20230325.zip,2022-12-26
2009,https://comtrade.un.org/api/get/bulk/C/A/2009/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2009_freq-A_px-H2_pub-20230316_fmt-csv_ex-20230324.zip,2022-12-21
2010,https://comtrade.un.org/api/get/bulk/C/A/2010/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2010_freq-A_px-H2_pub-20230221_fmt-csv_ex-20230224.zip,2022-12-15
2011,https://comtrade.un.org/api/get/bulk/C/A/2011/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2011_freq-A_px-H2_pub-20230222_fmt-csv_ex-20230224.zip,2022-12-15
2012,https://comtrade.un.org/api/get/bulk/C/A/2012/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2012_freq-A_px-H2_pub-20230320_fmt-csv_ex-20230325.zip,2022-12-15
2013,https://comtrade.un.org/api/get/bulk/C/A/2013/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2013_freq-A_px-H2_pub-20230210_fmt-csv_ex-20230224.zip,2022-12-19
2014,https://comtrade.un.org/api/get/bulk/C/A/2014/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2014_freq-A_px-H2_pub-20230320_fmt-csv_ex-20230324.zip,2022-12-15
2015,https://comtrade.un.org/api/get/bulk/C/A/2015/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2015_freq-A_px-H2_pub-20230210_fmt-csv_ex-20230224.zip,2022-12-21
2016,https://comtrade.un.org/api/get/bulk/C/A/2016/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2016_freq-A_px-H2_pub-20230320_fmt-csv_ex-20230324.zip,2022-12-15
2017,https://comtrade.un.org/api/get/bulk/C/A/2017/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2017_freq-A_px-H2_pub-20230226_fmt-csv_ex-20230325.zip,2022-12-15
2018,https://comtrade.un.org/api/get/bulk/C/A/2018/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2018_freq-A_px-H2_pub-20230323_fmt-csv_ex-20230325.zip,2022-12-15
2019,https://comtrade.un.org/api/get/bulk/C/A/2019/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2019_freq-A_px-H2_pub-20230323_fmt-csv_ex-20230324.zip,2022-12-22
2020,https://comtrade.un.org/api/get/bulk/C/A/2020/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2020_freq-A_px-H2_pub-20230323_fmt-csv_ex-20230325.zip,2022-12-15
2021,https://comtrade.un.org/api/get/bulk/C/A/2021/ALL/H2?token=REPLACE_TOKEN,hs-rev2002/zip/type-C_r-ALL_ps-2021_freq-A_px-H2_pub-20230322_fmt-csv_ex-20230324.zip,2023-03-22
