year,url,file,local_file_date
2012,https://comtrade.un.org/api/get/bulk/C/A/2012/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2012_freq-A_px-H4_pub-20210929_fmt-csv_ex-20211002.zip,2021-09-29
2013,https://comtrade.un.org/api/get/bulk/C/A/2013/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2013_freq-A_px-H4_pub-20210927_fmt-csv_ex-20211002.zip,2021-09-27
2014,https://comtrade.un.org/api/get/bulk/C/A/2014/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2014_freq-A_px-H4_pub-20210929_fmt-csv_ex-20211002.zip,2021-09-29
2015,https://comtrade.un.org/api/get/bulk/C/A/2015/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2015_freq-A_px-H4_pub-20210927_fmt-csv_ex-20211002.zip,2021-09-27
2016,https://comtrade.un.org/api/get/bulk/C/A/2016/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2016_freq-A_px-H4_pub-20210810_fmt-csv_ex-20210827.zip,2021-08-10
2017,https://comtrade.un.org/api/get/bulk/C/A/2017/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2017_freq-A_px-H4_pub-20210930_fmt-csv_ex-20211001.zip,2021-09-30
2018,https://comtrade.un.org/api/get/bulk/C/A/2018/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2018_freq-A_px-H4_pub-20211001_fmt-csv_ex-20211002.zip,2021-10-01
2019,https://comtrade.un.org/api/get/bulk/C/A/2019/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2019_freq-A_px-H4_pub-20211028_fmt-csv_ex-20211029.zip,2021-10-28
2020,https://comtrade.un.org/api/get/bulk/C/A/2020/ALL/H4?token=REPLACE_TOKEN,hs-rev2012/zip/type-C_r-ALL_ps-2020_freq-A_px-H4_pub-20211028_fmt-csv_ex-20211029.zip,2021-10-28
